sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Bycanistes cylindricus	RO:0002470	eats		Raphia monbuttorum							"Poulsen, J. R.; Clark, C. J.; Connor, E. F.; Smith, T. B.. 2002. Differential resource use by primates and hornbills: Implications for seed dispersal. Ecology. 228-240"
	Bycanistes albotibialis	RO:0002470	eats		Raphia monbuttorum							"Lamperti, Aaron M.; French, Aaron R.; Dierenfeld, Ellen S.; Fogiel, Mark K.; Whitney, Kenneth D.; Stauffer, Donald J.; Holbrook, Kimberly M.; Hardesty, Britta D.; Clark, Connie J.; Poulsen, John R.; Wang, Benjamin C.; Smith, Thomas B.; Parker, V. Thomas. 2014. Diet selection is related to breeding status in two frugivorous hornbill species of Central Africa. Journal of Tropical Ecology. 273-290"
	Ceratogymna atrata	RO:0002470	eats		Raphia monbuttorum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Ceratogymna atrata	RO:0002470	eats		Raphia monbuttorum							"Poulsen, J. R.; Clark, C. J.; Connor, E. F.; Smith, T. B.. 2002. Differential resource use by primates and hornbills: Implications for seed dispersal. Ecology. 228-240"
	Ceratogymna atrata	RO:0002470	eats		Raphia monbuttorum							"Lamperti, Aaron M.; French, Aaron R.; Dierenfeld, Ellen S.; Fogiel, Mark K.; Whitney, Kenneth D.; Stauffer, Donald J.; Holbrook, Kimberly M.; Hardesty, Britta D.; Clark, Connie J.; Poulsen, John R.; Wang, Benjamin C.; Smith, Thomas B.; Parker, V. Thomas. 2014. Diet selection is related to breeding status in two frugivorous hornbill species of Central Africa. Journal of Tropical Ecology. 273-290"
	Dasyprocta azarae	RO:0002470	eats		Attalea geraensis							"de Almeida, Lilian Bonjorne; Galetti, Mauro. 2007. Seed dispersal and spatial distribution of Attalea geraensis (Arecaceae) in two remnants of Cerrado in Southeastern Brazil. Acta Oecologica-International Journal of Ecology. 180-187"
	Alouatta palliata	RO:0002470	eats		Raphia taedigera							"Myers, Ronald L.. 2013. Predation, removal and seed dispersal in a wetland dominated by palms (Arecaceae).. Revista De Biologia Tropical. 67-85"
	Lophocebus albigena	RO:0002470	eats		Raphia monbuttorum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Lophocebus albigena	RO:0002470	eats		Raphia monbuttorum							"Poulsen, J. R.; Clark, C. J.; Connor, E. F.; Smith, T. B.. 2002. Differential resource use by primates and hornbills: Implications for seed dispersal. Ecology. 228-240"
	Papio hamadryas	RO:0002470	eats		Hyphaene thebaica							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Odocoileus virginianus	RO:0002470	eats		Raphia taedigera							"Myers, Ronald L.. 2013. Predation, removal and seed dispersal in a wetland dominated by palms (Arecaceae).. Revista De Biologia Tropical. 67-85"
	Tapirus bairdii	RO:0002470	eats		Raphia taedigera							"Myers, Ronald L.. 2013. Phenology and growth of Raphia taedigera (Arecaceae) in northeastern Costa Rica wetlands. Revista De Biologia Tropical. 35-45"
	Heteromys desmarestianus	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Sciurus granatensis	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Sciurus granatensis	RO:0002470	eats		Astrocaryum standleyanum							"Carvajal, Alejandra; Adler, Gregory H.. 2008. Seed dispersal and predation by Proechimys semispinosus and Sciurus granatensis in gaps and understorey in central Panama. Journal of Tropical Ecology. 485-492"
	Sciurus granatensis	RO:0002470	eats		Astrocaryum standleyanum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sciurus granatensis	RO:0002470	eats		Astrocaryum standleyanum							"Timm, Robert M.; Lieberman, Diana; Lieberman, Milton; McClearn, Deedra. 2009. Mammals of Cabo Blanco: History, diversity, and conservation after 45 years of regrowth of a Costa Rican dry forest. Forest Ecology and Management. 997-1013"
	Sciurus granatensis	RO:0002470	eats		Attalea rostrata							"Timm, Robert M.; Lieberman, Diana; Lieberman, Milton; McClearn, Deedra. 2009. Mammals of Cabo Blanco: History, diversity, and conservation after 45 years of regrowth of a Costa Rican dry forest. Forest Ecology and Management. 997-1013"
	Sciurus granatensis	RO:0002470	eats		Astrocaryum standleyanum							"Garzon-Lopez, Carol X.; Ballesteros-Mejia, Liliana; Ordonez, Alejandro; Bohlman, Stephanie A.; Olff, Han; Jansen, Patrick A.. 2015. Indirect interactions among tropical tree species through shared rodent seed predators: a novel mechanism of tree species coexistence. Ecology Letters. 752-760"
	Sciurus granatensis	RO:0002470	eats		Astrocaryum standleyanum							"Jansen, Patrick A.; Hirsch, Ben T.; Emsens, Willem-Jan; Zamora-Gutierrez, Veronica; Wikelski, Martin; Kays, Roland. 2012. Thieving rodents as substitute dispersers of megafaunal seeds. Proceedings of the National Academy of Sciences of the United States of America. 12610-12615"
	Proechimys semispinosus	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Proechimys semispinosus	RO:0002470	eats		Astrocaryum standleyanum							"Hoch, G. A.; Adler, G. H.. 1997. Removal of black palm (Astrocaryum standleyanum) seeds by spiny rats (Proechimys semispinosus). Journal of Tropical Ecology. 51-58"
	Proechimys semispinosus	RO:0002470	eats		Astrocaryum standleyanum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Proechimys semispinosus	RO:0002470	eats		Astrocaryum standleyanum							"Hirsch, Ben T.; Kays, Roland; Jansen, Patrick A.. 2012. A telemetric thread tag for tracking seed dispersal by scatter-hoarding rodents. Plant Ecology. 933-943"
	Proechimys semispinosus	RO:0002470	eats		Astrocaryum standleyanum							"Kristiansen, Thea; Svenning, Jens-Christian; Eiserhardt, Wolf L.; Pedersen, Dennis; Brix, Hans; Kristiansen, Soren Munch; Knadel, Maria; Grandez, Cesar; Balslev, Henrik. 2012. Environment versus dispersal in the assembly of western Amazonian palm communities. Journal of Biogeography. 1318-1332"
	Proechimys semispinosus	RO:0002470	eats		Astrocaryum standleyanum							"Garzon-Lopez, Carol X.; Ballesteros-Mejia, Liliana; Ordonez, Alejandro; Bohlman, Stephanie A.; Olff, Han; Jansen, Patrick A.. 2015. Indirect interactions among tropical tree species through shared rodent seed predators: a novel mechanism of tree species coexistence. Ecology Letters. 752-760"
	Proechimys semispinosus	RO:0002470	eats		Astrocaryum standleyanum							"Silva, M. G.; Tabarelli, M.. 2001. Seed dispersal, plant recruitment and spatial distribution of Bactris acanthocarpa Martius (Arecaceae) in a remnant of Atlantic forest in northeast Brazil. Acta Oecologica-International Journal of Ecology. 259-268"
	Proechimys semispinosus	RO:0002470	eats		Astrocaryum standleyanum							"Jansen, Patrick A.; Hirsch, Ben T.; Emsens, Willem-Jan; Zamora-Gutierrez, Veronica; Wikelski, Martin; Kays, Roland. 2012. Thieving rodents as substitute dispersers of megafaunal seeds. Proceedings of the National Academy of Sciences of the United States of America. 12610-12615"
	Caluromys derbianus	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Metachirus nudicaudatus	RO:0002470	eats		Astrocaryum aculeatissimum							"Pires, Alexandra S.; Galetti, Mauro. 2012. The agouti Dasyprocta leporina (Rodentia: Dasyproctidae) as seed disperser of the palm Astrocaryum aculeatissimum. Mastozoolog’a neotropical. 147-153"
	Philander opossum	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Myoprocta acouchy	RO:0002470	eats		Astrocaryum aculeatum							"Jorge, Maria Luisa S. P.; Howe, Henry F.. 2009. Can forest fragmentation disrupt a conditional mutualism? A case from central Amazon. Oecologia. 709-718"
	Didelphis marsupialis	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Didelphis aurita	RO:0002470	eats		Astrocaryum aculeatissimum							"Pires, Alexandra S.; Galetti, Mauro. 2012. The agouti Dasyprocta leporina (Rodentia: Dasyproctidae) as seed disperser of the palm Astrocaryum aculeatissimum. Mastozoolog’a neotropical. 147-153"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Dittel, Jacob W.; Lambert, Thomas D.; Adler, Gregory H.. 2015. Seed dispersal by rodents in a lowland forest in central Panama. Journal of Tropical Ecology. 403-412"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Dittel, Jacob W.; Lambert, Thomas D.; Adler, Gregory H.. 2015. Seed dispersal by rodents in a lowland forest in central Panama. Journal of Tropical Ecology. 403-412"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Jansen, Patrick A.; Elschot, Kelly; Verkerk, P. Johannes; Wright, S. Joseph. 2010. Seed predation and defleshing in the agouti-dispersed palm Astrocaryum standleyanum. Journal of Tropical Ecology. 473-480"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Galvez, Dumas; Kranstauber, Bart; Kays, Roland W.; Jansen, Patrick A.. 2009. Scatter hoarding by the Central American agouti: a test of optimal cache spacing theory. Animal Behaviour. 1327-1333"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Hirsch, Ben T.; Kays, Roland; Jansen, Patrick A.. 2012. A telemetric thread tag for tracking seed dispersal by scatter-hoarding rodents. Plant Ecology. 933-943"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Kristiansen, Thea; Svenning, Jens-Christian; Eiserhardt, Wolf L.; Pedersen, Dennis; Brix, Hans; Kristiansen, Soren Munch; Knadel, Maria; Grandez, Cesar; Balslev, Henrik. 2012. Environment versus dispersal in the assembly of western Amazonian palm communities. Journal of Biogeography. 1318-1332"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Garzon-Lopez, Carol X.; Ballesteros-Mejia, Liliana; Ordonez, Alejandro; Bohlman, Stephanie A.; Olff, Han; Jansen, Patrick A.. 2015. Indirect interactions among tropical tree species through shared rodent seed predators: a novel mechanism of tree species coexistence. Ecology Letters. 752-760"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Hirsch, Ben T.; Kays, Roland; Pereira, Veronica E.; Jansen, Patrick A.. 2012. Directed seed dispersal towards areas with low conspecific tree density by a scatter-hoarding rodent. Ecology Letters. 1423-1429"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum standleyanum							"Jansen, Patrick A.; Hirsch, Ben T.; Emsens, Willem-Jan; Zamora-Gutierrez, Veronica; Wikelski, Martin; Kays, Roland. 2012. Thieving rodents as substitute dispersers of megafaunal seeds. Proceedings of the National Academy of Sciences of the United States of America. 12610-12615"
	Cebus capucinus	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Cebus capucinus	RO:0002470	eats		Astrocaryum standleyanum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Potos flavus	RO:0002470	eats		Astrocaryum standleyanum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Dasyprocta leporina	RO:0002470	eats		Astrocaryum aculeatissimum							"Galetti, Mauro; Donatti, Camila I.; Steffler, Carla; Genini, Julieta; Bovendorp, Ricardo S.; Fleury, Marina. 2010. The role of seed mass on the caching decision by agoutis, Dasyprocta leporina (Rodentia: Agoutidae). Zoologia. 472-476"
	Dasyprocta leporina	RO:0002470	eats		Astrocaryum aculeatum							"Silvius, K. M.; Fragoso, J. M. V.. 2003. Red-rumped agouti (Dasyprocta leporina) home range use in an Amazonian forest: Implications for the aggregated distribution of forest trees. Biotropica. 74-83"
	Dasyprocta leporina	RO:0002470	eats		Astrocaryum aculeatum							"Jorge, Maria Luisa S. P.; Howe, Henry F.. 2009. Can forest fragmentation disrupt a conditional mutualism? A case from central Amazon. Oecologia. 709-718"
	Dasyprocta leporina	RO:0002470	eats		Astrocaryum aculeatissimum							"Pires, Alexandra S.; Galetti, Mauro. 2012. The agouti Dasyprocta leporina (Rodentia: Dasyproctidae) as seed disperser of the palm Astrocaryum aculeatissimum. Mastozoolog’a neotropical. 147-153"
	Dasyprocta leporina	RO:0002470	eats		Astrocaryum aculeatissimum							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Dasyprocta leporina	RO:0002470	eats		Astrocaryum aculeatissimum							"Zucaratto, Rodrigo; Pires, Alexandra dos Santos. 2015. Local extinction of an important seed disperser does not modify the spatial distribution of the endemic palm Astrocaryum aculeatissimum (Schott) Burret (Arecaceae). Acta Botanica Brasilica. 244-250"
	Nasua nasua	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Nasua narica	RO:0002470	eats		Astrocaryum standleyanum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Dasypus novemcinctus	RO:0002470	eats		Astrocaryum aculeatissimum							"Pires, Alexandra S.; Galetti, Mauro. 2012. The agouti Dasyprocta leporina (Rodentia: Dasyproctidae) as seed disperser of the palm Astrocaryum aculeatissimum. Mastozoolog’a neotropical. 147-153"
	Ateles belzebuth	RO:0002470	eats		Astrocaryum standleyanum							"Dew, J. L.. 2005. Foraging, food choice, and food processing by sympatric ripe-fruit specialists: Lagothrix lagotricha poeppigii and Ateles belzebuth belzebuth. International Journal of Primatology. 1107-1135"
	Cerdocyon thous	RO:0002470	eats		Astrocaryum aculeatissimum							"Pires, Alexandra S.; Galetti, Mauro. 2012. The agouti Dasyprocta leporina (Rodentia: Dasyproctidae) as seed disperser of the palm Astrocaryum aculeatissimum. Mastozoolog’a neotropical. 147-153"
	Ateles geoffroyi	RO:0002470	eats		Astrocaryum standleyanum							"Russo, S. E.; Campbell, C. J.; Dew, J. L.; Stevenson, P. R.; Suarez, S. A.. 2005. A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.. International Journal of Primatology. 1017-1037"
	Ateles geoffroyi	RO:0002470	eats		Astrocaryum standleyanum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Cuniculus paca	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Cuniculus paca	RO:0002470	eats		Astrocaryum aculeatissimum							"Pires, Alexandra S.; Galetti, Mauro. 2012. The agouti Dasyprocta leporina (Rodentia: Dasyproctidae) as seed disperser of the palm Astrocaryum aculeatissimum. Mastozoolog’a neotropical. 147-153"
	Cuniculus paca	RO:0002470	eats		Astrocaryum aculeatissimum							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Pecari tajacu	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Tayassu pecari	RO:0002470	eats		Astrocaryum standleyanum							"SMYTHE, N.. 1989. SEED SURVIVAL IN THE PALM ASTROCARYUM-STANDLEYANUM - EVIDENCE FOR DEPENDENCE UPON ITS SEED DISPERSERS. Biotropica. 50-56"
	Tapirus bairdii	RO:0002470	eats		Astrocaryum standleyanum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tapirus bairdii	RO:0002470	eats		Astrocaryum standleyanum							"O'Farrill, Georgina; Galetti, Mauro; Campos-Arceiz, Ahimsa. 2013. Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative Zoology. Apr-17"
	Tupinambis meriane	RO:0002470	eats		Astrocaryum aculeatissimum							"Pires, Alexandra S.; Galetti, Mauro. 2012. The agouti Dasyprocta leporina (Rodentia: Dasyproctidae) as seed disperser of the palm Astrocaryum aculeatissimum. Mastozoolog’a neotropical. 147-153"
	Potamocarcinus richmondi	RO:0002470	eats		Astrocaryum standleyanum							"Jansen, Patrick A.; Hirsch, Ben T.; Emsens, Willem-Jan; Zamora-Gutierrez, Veronica; Wikelski, Martin; Kays, Roland. 2012. Thieving rodents as substitute dispersers of megafaunal seeds. Proceedings of the National Academy of Sciences of the United States of America. 12610-12615"
	Proechimys	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Sapajus apella	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Nasua nasua	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Coendou bicolor	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Ateles chamek	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Procyon cancrivorus	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Cuniculus paca	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Mazama nemorivaga	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Pecari tajacu	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Mazama americana	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Tayassu pecari	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Odocoileus virginianus	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Tapirus terrestris	RO:0002470	eats		Astrocaryum gratum							"Aliaga-Rossel, Enzo; Fragoso, Jose Manuel. 2015. Defaunation affects Astrocaryum gratum (Arecales: Arecaceae) seed survivorship in a sub-montane tropical forest. Revista De Biologia Tropical. 57-67"
	Psarocolius montezuma	RO:0002470	eats		Bactris gasipaes							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Makalata didelphoides	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sciurus spadiceus	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sciurus spadiceus	RO:0002470	eats		Attalea attaleoides							"de Freitas, Cintia Gomes; Capellotto Costa, Flavia Regina; Svenning, Jens-Christian; Balslev, Henrik. 2012. Topographic separation of two sympatric palms in the central Amazon - does dispersal play a role?. Acta Oecologica-International Journal of Ecology. 128-135"
	Sciurus spadiceus	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Philander opossum	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sciurus igniventris	RO:0002470	eats		Attalea maripa							"Galvez, Dumas; Jansen, Patrick A.. 2007. Bruchid beetle infestation and the value of Attalea butyracea endocarps for neotropical rodents. Journal of Tropical Ecology. 381-384"
	Sciurus igniventris	RO:0002470	eats		Attalea maripa							"Palmer, Rosa R.; Koprowski, John L.. 2014. Feeding behavior and activity patterns of Amazon red squirrels. Mammalia. 303-313"
	Sciurus igniventris	RO:0002470	eats		Attalea maripa							"Fragoso, J. M. V.; Silvius, K. M.; Correa, J. A.. 2003. Long-distance seed dispersal by tapirs increases seed survival and aggregates tropical trees. Ecology. 1998-2006"
	Saimiri sciureus	RO:0002470	eats		Attalea maripa							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Saimiri sciureus	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Saimiri sciureus	RO:0002470	eats		Attalea attaleoides							"de Freitas, Cintia Gomes; Capellotto Costa, Flavia Regina; Svenning, Jens-Christian; Balslev, Henrik. 2012. Topographic separation of two sympatric palms in the central Amazon - does dispersal play a role?. Acta Oecologica-International Journal of Ecology. 128-135"
	Didelphis marsupialis	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Anodorhynchus hyacinthinus	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Anodorhynchus hyacinthinus	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sapajus apella	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
