sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Cuniculus paca	RO:0002470	eats		Syagrus romanzoffiana							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Cuniculus paca	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Pecari tajacu	RO:0002470	eats		Syagrus romanzoffiana							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Pecari tajacu	RO:0002470	eats		Syagrus romanzoffiana							"Brancalion, Pedro H. S.; Rodrigues, Ricardo Ribeiro; Novembre, Ana D. L. C.; Gomez, Jose M.. 2011. Are We Misinterpreting Seed Predation in Palms?. Biotropica. Dec-14"
	Pecari tajacu	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2008. Fruit availability and peccary frugivory in an isolated Atlantic forest fragment: Effects on peccary ranging behavior and habitat use. Biotropica. 62-70"
	Pecari tajacu	RO:0002470	eats		Syagrus romanzoffiana							"Fleury, M.; Galetti, M.. 2006. Forest fragment size and microhabitat effects on palm seed predation. Biological Conservation. Jan-13"
	Pecari tajacu	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Chrysocyon brachyurus	RO:0002470	eats		Syagrus petraea							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Chrysocyon brachyurus	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tayassu pecari	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Tayassu pecari	RO:0002470	eats		Syagrus romanzoffiana							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Tayassu pecari	RO:0002470	eats		Syagrus romanzoffiana							"Brancalion, Pedro H. S.; Rodrigues, Ricardo Ribeiro; Novembre, Ana D. L. C.; Gomez, Jose M.. 2011. Are We Misinterpreting Seed Predation in Palms?. Biotropica. Dec-14"
	Tayassu pecari	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2008. Fruit availability and peccary frugivory in an isolated Atlantic forest fragment: Effects on peccary ranging behavior and habitat use. Biotropica. 62-70"
	Tayassu pecari	RO:0002470	eats		Syagrus romanzoffiana							"Fleury, M.; Galetti, M.. 2006. Forest fragment size and microhabitat effects on palm seed predation. Biological Conservation. Jan-13"
	Tayassu pecari	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Tapirus terrestris	RO:0002470	eats		Syagrus romanzoffiana							"Sica, Yanina V.; Bravo, Susana P.; Giombini, Mariano I.. 2014. Spatial Pattern of Pindo Palm (Syagrus romanzoffiana) Recruitment in Argentinian Atlantic Forest: The Importance of Tapir and Effects of Defaunation. Biotropica. 696-703"
	Tapirus terrestris	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Tapirus terrestris	RO:0002470	eats		Syagrus romanzoffiana							"Giombini, Mariano I.; Bravo, Susana P.; Martinez, Mariela F.. 2009. Seed Dispersal of the Palm Syagrus romanzoffiana by Tapirs in the Semi-deciduous Atlantic Forest of Argentina. Biotropica. 408-413"
	Tapirus terrestris	RO:0002470	eats		Syagrus romanzoffiana							"Olmos, F.; Pardini, R.; Boulhosa, R. L. P.; Burgi, R.; Morsello, C.. 1999. Do tapirs steal food from palm seed predators or give them a lift?. Biotropica. 375-379"
	Tapirus terrestris	RO:0002470	eats		Syagrus romanzoffiana							"Olmos, F.; Pardini, R.; Boulhosa, R. L. P.; Burgi, R.; Morsello, C.. 1999. Do tapirs steal food from palm seed predators or give them a lift?. Biotropica. 375-379"
	Tapirus terrestris	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tapirus terrestris	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Tapirus terrestris	RO:0002470	eats		Oenocarpus mapora							"Uriarte, Maria; Anciaes, Marina; da Silva, Mariana T. B.; Rubim, Paulo; Johnson, Erik; Bruna, Emilio M.. 2011. Disentangling the drivers of reduced long-distance seed dispersal by birds in an experimentally fragmented landscape. Ecology. 924-937"
	Tapirus terrestris	RO:0002470	eats		Oenocarpus mapora							"O'Farrill, Georgina; Galetti, Mauro; Campos-Arceiz, Ahimsa. 2013. Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative Zoology. Apr-17"
	Pterodoras granulosus	RO:0002470	eats		Syagrus romanzoffiana							"Horn, Michael H.; Correa, Sandra Bibiana; Parolin, Pia; Pollux, B. J. A.; Anderson, Jill T.; Lucas, Christine; Widmann, Peter; Tjiu, Albertus; Galetti, Mauro; Goulding, Michael. 2011. Seed dispersal by fishes in tropical and temperate fresh waters: The growing evidence. Acta Oecologica-International Journal of Ecology. 561-577"
	Pterodoras granulosus	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Salvator merianae	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tupinambis meriane	RO:0002470	eats		Syagrus romanzoffiana							"Castro, Everaldo Rodrigo de; Galetti, Mauro. 2004. Frugivoria e dispers‹o de sementes pelo lagarto teiœ Tupinambis merianae (Reptilia: Teiidae). Pap_is Avulsos de Zoologia (S‹o Paulo). 91-97"
	Tupinambis meriane	RO:0002470	eats		Syagrus romanzoffiana							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Dermanura watsoni	RO:0002470	eats		Iriartea deltoidea							"Melo, Felipe P. L.; Rodriguez-Herrera, Bernal; Chazdon, Robin L.; Medellin, Rodrigo A.; Ceballos, Gerardo G.. 2009. Small Tent-Roosting Bats Promote Dispersal of Large-Seeded Plants in a Neotropical Forest. Biotropica. 737-743"
	Ramphastos sulfuratus	RO:0002470	eats		Iriartea deltoidea							"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.. 2009. Proximity is not a proxy for parentage in an animal-dispersed Neotropical canopy palm. Proceedings of the Royal Society B-Biological Sciences. 2037-2044"
	Ramphastos swainsonii	RO:0002470	eats		Iriartea deltoidea							"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.. 2007. Multigenerational genetic analysis of tropical secondary regeneration in a canopy palm. Ecology. 3065-3075"
	Ramphastos swainsonii	RO:0002470	eats		Iriartea deltoidea							"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.. 2009. Proximity is not a proxy for parentage in an animal-dispersed Neotropical canopy palm. Proceedings of the Royal Society B-Biological Sciences. 2037-2044"
	Dasyprocta punctata	RO:0002470	eats		Iriartea deltoidea							"Kuprewicz, Erin K.. 2013. Mammal Abundances and Seed Traits Control the Seed Dispersal and Predation Roles of Terrestrial Mammals in a Costa Rican Forest. Biotropica. 333-342"
	Cebus capucinus	RO:0002470	eats		Iriartea deltoidea							"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.. 2007. Multigenerational genetic analysis of tropical secondary regeneration in a canopy palm. Ecology. 3065-3075"
	Cebus capucinus	RO:0002470	eats		Iriartea deltoidea							"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.. 2009. Proximity is not a proxy for parentage in an animal-dispersed Neotropical canopy palm. Proceedings of the Royal Society B-Biological Sciences. 2037-2044"
	Dasyprocta fuliginosa	RO:0002470	eats		Iriartea deltoidea							"Kuprewicz, Erin K.. 2015. Scatter Hoarding of Seeds Confers Survival Advantages and Disadvantages to Large-eeded Tropical Plants at Different Life Stages. Plos One. e0124932"
	Ateles belzebuth	RO:0002470	eats		Iriartea deltoidea							"Russo, S. E.; Campbell, C. J.; Dew, J. L.; Stevenson, P. R.; Suarez, S. A.. 2005. A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.. International Journal of Primatology. 1017-1037"
	Ateles belzebuth	RO:0002470	eats		Iriartea deltoidea							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Ateles geoffroyi	RO:0002470	eats		Iriartea deltoidea							"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.. 2007. Multigenerational genetic analysis of tropical secondary regeneration in a canopy palm. Ecology. 3065-3075"
	Ateles geoffroyi	RO:0002470	eats		Iriartea deltoidea							"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.. 2009. Proximity is not a proxy for parentage in an animal-dispersed Neotropical canopy palm. Proceedings of the Royal Society B-Biological Sciences. 2037-2044"
	Lagothrix lagotricha	RO:0002470	eats		Iriartea deltoidea							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Pecari tajacu	RO:0002470	eats		Iriartea deltoidea							"Kuprewicz, Erin K.. 2015. Scatter Hoarding of Seeds Confers Survival Advantages and Disadvantages to Large-eeded Tropical Plants at Different Life Stages. Plos One. e0124932"
	Pecari tajacu	RO:0002470	eats		Iriartea deltoidea							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Pecari tajacu	RO:0002470	eats		Iriartea deltoidea							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Pecari tajacu	RO:0002470	eats		Iriartea deltoidea							"Kuprewicz, Erin K.. 2013. Mammal Abundances and Seed Traits Control the Seed Dispersal and Predation Roles of Terrestrial Mammals in a Costa Rican Forest. Biotropica. 333-342"
	Tayassu pecari	RO:0002470	eats		Iriartea deltoidea							"Silman, M. R.; Terborgh, J. W.; Kiltie, R. A.. 2003. Population regulation of a dominant-rain forest tree by a major seed-predator. Ecology. 431-438"
	Tayassu pecari	RO:0002470	eats		Iriartea deltoidea							"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.. 2007. Multigenerational genetic analysis of tropical secondary regeneration in a canopy palm. Ecology. 3065-3075"
	Tapirus terrestris	RO:0002470	eats		Iriartea deltoidea							"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.. 2007. Multigenerational genetic analysis of tropical secondary regeneration in a canopy palm. Ecology. 3065-3075"
	Tapirus bairdii	RO:0002470	eats		Iriartea deltoidea							"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.. 2007. Multigenerational genetic analysis of tropical secondary regeneration in a canopy palm. Ecology. 3065-3075"
	Rhinemys rufipes	RO:0002470	eats		Iriartea deltoidea							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Geochelone denticulata	RO:0002470	eats		Iriartea deltoidea							"Guzman, Adriana; Stevenson, Pablo R.. 2008. Seed dispersal, habitat selection and movement patterns in the Amazonian tortoise, Geochelone denticulata. Amphibia-Reptilia. 463-472"
	Cephalophus callipygus	RO:0002470	eats		Eremospatha wendlandiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Cephalophus dorsalis	RO:0002470	eats		Eremospatha wendlandiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Brycon amazonicus	RO:0002470	eats		Bactris pilosa							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Piaractus brachypomus	RO:0002470	eats		Bactris pilosa							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Dermanura watsoni	RO:0002470	eats		Pholidostachys pulchra							"Melo, Felipe P. L.; Rodriguez-Herrera, Bernal; Chazdon, Robin L.; Medellin, Rodrigo A.; Ceballos, Gerardo G.. 2009. Small Tent-Roosting Bats Promote Dispersal of Large-Seeded Plants in a Neotropical Forest. Biotropica. 737-743"
	Bycanistes cylindricus	RO:0002470	eats		Laccosperma secundiflorum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Bycanistes cylindricus	RO:0002470	eats		Laccosperma secundiflorum							"Poulsen, J. R.; Clark, C. J.; Connor, E. F.; Smith, T. B.. 2002. Differential resource use by primates and hornbills: Implications for seed dispersal. Ecology. 228-240"
	Bycanistes albotibialis	RO:0002470	eats		Laccosperma secundiflorum							"Lamperti, Aaron M.; French, Aaron R.; Dierenfeld, Ellen S.; Fogiel, Mark K.; Whitney, Kenneth D.; Stauffer, Donald J.; Holbrook, Kimberly M.; Hardesty, Britta D.; Clark, Connie J.; Poulsen, John R.; Wang, Benjamin C.; Smith, Thomas B.; Parker, V. Thomas. 2014. Diet selection is related to breeding status in two frugivorous hornbill species of Central Africa. Journal of Tropical Ecology. 273-290"
	Bycanistes cylindricus	RO:0002470	eats		Laccosperma secundiflorum							"Whitney, Kenneth; Fogiel, Mark; Lamperti, K; Holbrook,  K; Stauffer, D; Hardesty, D; Parker, T; Smith, T. 1998. Seed dispersal by Ceratogymna Hornbills in the Dja Reserve Cameroon. Journal of Tropical Ecology. 351-371"
	Bycanistes cylindricus	RO:0002470	eats		Laccosperma secundiflorum							"Whitney, Kenneth; Fogiel, Mark; Lamperti, K; Holbrook,  K; Stauffer, D; Hardesty, D; Parker, T; Smith, T. 1998. Seed dispersal by Ceratogymna Hornbills in the Dja Reserve Cameroon. Journal of Tropical Ecology. 351-371"
	Ceratogymna atrata	RO:0002470	eats		Laccosperma secundiflorum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Ceratogymna atrata	RO:0002470	eats		Laccosperma secundiflorum							"Poulsen, J. R.; Clark, C. J.; Connor, E. F.; Smith, T. B.. 2002. Differential resource use by primates and hornbills: Implications for seed dispersal. Ecology. 228-240"
